Name,CC4h_1,CC4h_2,CC4h_3,GC4h_1,GC4h_2,GC4h_3
Olfr1300-ps1,66,48,129,0,2,4
Olfr1301,1,0,0,0,0,0
Olfr1302,0,0,0,0,0,0
Olfr1303,0,0,1,0,0,0
Gm26421,0,0,0,0,0,0
Olfr1305,0,1,0,0,0,0
Olfr1306,0,0,0,0,0,0
Olfr1307,1,0,1,0,1,2
Olfr1308,0,0,0,0,0,0
Olfr1309,3,4,2,4,4,1
Olfr1310,2,2,2,0,0,0
Olfr1311,0,0,1,0,1,0
Olfr1312,2,4,11,0,0,0
Olfr1313,0,0,3,1,0,0
Olfr1314,2,1,0,0,0,0
Olfr1315-ps1,0,1,0,0,0,0
Olfr1316,0,0,0,0,0,0
Olfr1317,0,0,0,0,0,0
Olfr1318,0,3,0,2,0,1
Lpcat4,883,698,1215,460,507,667
Nutm1,89,22,111,7,10,13
Nop10,2207,1700,1498,879,1078,1053
Slc12a6,1120,774,1026,1760,1594,1928
Gm21985,7,6,8,4,7,15
Emc4,1829,1544,1187,857,1043,1029
Katnbl1,1601,1219,1610,1135,1251,1224
Emc7,3485,2641,2254,2000,2154,2231
n-R5s202,0,0,0,0,0,0
Chrm5,0,0,0,0,2,0
Aven,1913,1060,3534,432,472,448
Gm22676,0,0,0,0,0,0
Gm44374,0,0,0,0,0,0
Ryr3,189,43,324,37,42,51
Tmco5b,0,2,27,0,2,0
Gm26505,0,0,0,0,0,0
Fmn1,1398,1106,2108,384,510,464
Gm13963,0,0,0,0,0,0
Gm13965,2,0,4,1,0,1
Gm13966,12,4,0,0,0,2
Gm44465,0,0,0,0,0,0
Gm13964,0,11,0,2,2,3
4930533B01Rik,6,1,1,0,2,2
Grem1,26191,18923,13727,4695,8218,5277
Scg5,98,69,55,63,86,101
Arhgap11a,4441,3717,4010,2641,2809,2997
Gjd2,0,0,0,0,0,0
A530058N18Rik_1,1,3,3,0,3,0
A530058N18Rik_2,0,0,0,2,0,0
Actc1,12,20,1,27,32,40
C130080G10Rik,0,0,0,0,0,0
Aqr,3076,2630,2509,2278,2485,2476
Mir7002,0,0,0,0,0,0
Zfp770,634,406,601,303,380,395
Gm25103,0,0,0,0,0,0
Gm29234,0,0,0,0,0,0
Dph6,1042,645,1644,404,458,596
Gm13972,0,0,2,2,3,4
Gm13974,0,1,1,0,0,1
Gm28494,2,4,3,3,0,5
Gm28492,0,0,0,0,1,0
Gm28493,0,0,0,0,0,0
4930528P14Rik,0,1,0,1,0,0
Gm13976,1,0,0,0,0,0
3110099E03Rik,0,6,30,0,1,0
Gm13977,14,1,5,3,2,5
BC052040,311,213,483,126,75,129
Mir1951,0,0,0,0,0,0
Meis2,4323,2659,7859,1496,2172,1338
2700033N17Rik,28,9,15,19,26,29
G630016G05Rik,48,30,21,36,43,10
2810405F15Rik,0,0,0,0,0,0
Gm13990,109,58,382,0,11,8
Tmco5,10,8,24,6,12,7
D330050G23Rik,8,4,28,75,63,70
Gm24914,0,0,0,0,0,0
Gm25514,0,0,0,0,0,0
Gm29340,10,13,4,12,12,8
Spred1,3757,3113,2485,4100,5741,4868
Mir674,12,0,0,0,0,0
Gm25189,0,0,0,0,0,0
Fam98b,2482,1970,1547,1300,1392,1338
Rasgrp1,1,2,6,10,6,4
Gm13982,1,1,0,0,1,0
Gm28183,0,6,0,0,0,0
Gm13985,0,1,0,0,0,0
4930412B13Rik,3,0,0,0,0,3
Gm13986,122,100,104,83,47,75
Gm36979,0,0,0,0,2,0
Gm25308,0,0,0,0,0,0
Thbs1,181995,174082,104633,71660,92557,88193
Gm29233,3,0,4,1,1,1
Fsip1,88,82,91,14,21,10
Gm22800,0,0,0,0,0,0
Gm29232,18,8,0,0,0,2
A930104D05Rik,0,0,0,0,0,0
Gpr176,9,11,17,8,7,12
1700054M17Rik,0,0,0,0,0,0
Gm22651,0,0,0,0,0,0
Eif2ak4,2011,1643,2717,1215,1272,1420
Srp14,1599,1314,1333,798,830,876
Bmf,19,8,13,81,47,86
Bub1b,10688,6347,25634,2872,2991,3075
Pak6,72,68,20,152,149,194
Ankrd63,2,0,0,4,4,10
Plcb2,14,8,8,46,45,92
Inafm2,1310,876,633,707,789,657
Ccdc9b,12,16,0,57,59,65
Phgr1,2,1,0,0,0,0
Disp2,2,0,0,7,2,0
Knstrn,2986,1601,4410,988,1010,1172
Gm14091,40,21,22,37,18,12
Ivd,1095,733,1085,1077,934,1160
Bahd1,2419,1207,1850,1295,1292,1233
Chst14,672,450,325,458,385,558
Gm14089,0,0,0,0,0,0
Ccdc32,374,212,226,196,197,262
Rpusd2,190,208,154,104,114,122
Knl1,1649,1325,1385,1228,1321,1284
Rad51,1948,1097,2329,585,536,643
Rmdn3,1255,789,1439,483,499,558
Gchfr,4,2,2,5,8,6
Dnajc17,798,371,775,449,502,541
Gm14137,60,15,62,73,61,90
Zfyve19,825,547,789,552,437,515
Ppp1r14d,12,12,28,0,5,0
Spint1,405,233,1101,99,142,162
Rhov,32,12,12,0,0,2
Vps18,1534,999,921,1132,1266,1344
Gm14207,1,0,0,0,2,1
Dll4,4,0,2,2,19,18
Chac1,54,127,64,20,24,31
Ino80,3478,2904,3319,2855,3225,3093
Exd1,158,48,471,26,26,17
Chp1,5407,4642,3711,4400,6797,4936
1700020I14Rik,2958,2088,1500,4259,3631,4291
Oip5,346,313,274,294,235,299
Nusap1,2778,1704,4662,1497,1350,1574
n-R5s204,0,0,0,0,0,0
Ndufaf1,490,334,396,267,316,407
Rtf1,4661,3263,3862,2525,2597,2701
Gm25857,0,0,0,0,0,0
Itpka,39,23,5,58,31,23
Ltk,7,0,12,14,12,15
Rpap1,1769,1121,1417,1458,974,1436
Gm23814,0,0,0,0,0,0
Tyro3,1089,698,577,1386,1084,1424
Mga,2644,1571,1567,2195,1932,2252
Mapkbp1,1808,1268,2326,1835,1589,1790
Mir7665,0,0,0,0,0,0
Gm13999,0,4,0,0,0,0
Jmjd7,33,32,10,29,20,27
Gm28042,35,24,22,57,40,60
Pla2g4b,59,30,32,99,68,101
Sptbn5,8,12,45,23,32,22
Ehd4,1809,1043,3979,615,651,772
Pla2g4e,48,40,143,6,13,11
Gm13997,0,0,0,1,0,0
Pla2g4d,32,2,87,0,1,2
Pla2g4f,4,4,24,0,0,4
Vps39,1539,1071,2008,1012,927,1101
Tmem87a,1835,1247,1484,1862,1971,2065
Ganc,252,158,460,127,103,94
Capn3,10,0,17,4,3,7
Zfp106,5119,3901,3676,3319,3327,3581
Gm26899,22,4,2,0,4,6
Snap23,2740,1716,1854,1736,1755,1947
Lrrc57,506,269,609,292,247,328
Haus2,672,811,471,467,560,528
Stard9,621,363,398,733,567,672
n-R5s205,0,1,0,0,0,0
Cdan1,1763,1444,1103,1294,1091,1386
Ttbk2,862,647,478,624,648,675
AV039307,13,3,17,8,5,22
Ubr1,2508,2006,1610,2609,2712,2612
Tmem62,889,551,644,1131,948,1244
Gm44325,0,0,0,0,0,0
Gm22865,0,0,0,0,0,0
Ccndbp1,2056,1269,4427,909,861,1069
Epb42,6,2,104,8,13,8
Tgm5,0,0,1,2,0,2
Tgm7,0,8,0,0,0,0
Lcmt2,502,394,574,273,427,434
Gm23858,0,0,0,0,0,0
Adal,279,175,223,309,231,330
Zscan29,1132,645,967,887,731,851
Tubgcp4,1535,1136,801,1510,1210,1392
Trp53bp1,4034,2739,4733,2731,3165,3113
Map1a,2296,799,860,2202,1825,1904
Gm14978,0,0,0,0,0,0
Ppip5k1,553,397,323,594,539,678
Ckmt1,2,6,3,5,6,19
Strc,1,1,0,0,0,0
Catsper2,99,110,134,85,60,82
Pdia3,41603,34311,24539,42012,47343,47856
Ell3,24,5,44,2,14,4
Serinc4,2,6,5,10,10,12
Serf2,1794,1142,1268,1010,981,1076
Gm22953,0,0,0,0,0,0
Hypk,471,316,404,311,283,362
Mfap1b,553,413,749,211,198,250
Mfap1a,507,354,414,319,307,382
Wdr76,2502,1719,4405,1960,1665,2338
Frmd5,32718,26437,25011,46680,47984,51250
Gm14019,0,0,0,0,0,0
Casc4,4282,3694,2368,4326,5253,4761
Gm23983,0,0,0,0,0,0
Mageb3,0,0,0,0,0,0
Ctdspl2,1840,1403,1883,1646,1703,1816
Eif3j1,1332,1146,894,634,704,639
Gm47314,0,0,0,0,0,0
Spg11,1426,1082,939,1229,1236,1376
Patl2,321,169,717,91,92,97
B2m,4398,4457,2610,3198,4032,3302
Trim69,7,0,2,2,0,2
Terb2,3,0,1,2,0,0
Sord,54,79,46,63,79,58
Duox2,16,25,38,14,14,30
Duoxa2,4,2,0,2,0,7
Duoxa1,7,0,4,2,1,2
Duox1,6,2,8,14,2,19
Shf,991,519,963,573,649,583
Gm24409,0,0,0,0,0,0
Slc28a2,0,11,6,115,122,131
Gm14085,211,94,209,422,285,412
Gatm,114,112,68,150,106,188
Spata5l1,811,693,419,404,359,300
AA467197,2,6,4,4,2,8
Mir147,0,0,0,0,0,0
Slc30a4,2221,1474,1889,1521,1803,1742
4930417H01Rik,21,24,42,21,25,22
Bloc1s6os,4,4,0,3,6,0
Bloc1s6,434,249,279,320,282,383
Sqor,74,68,49,55,80,73
Sema6d,1171,1353,1687,684,923,896
4930517E11Rik,0,2,0,0,0,0
4930583P06Rik,0,0,0,0,0,0
Gm13994,0,0,0,0,0,0
Slc24a5,505,489,263,356,407,393
Myef2,3598,4039,2553,3071,3171,3431
Gm22352,0,0,0,0,0,0
Gm14004,79,34,205,20,7,12
Ctxn2,4,0,4,0,2,0
Slc12a1,53,43,38,8,13,6
Gm14002,0,2,1,1,0,2
Dut,4363,4232,3582,1393,1319,1603
A530010F05Rik,4,0,0,2,0,0
Gm14003,0,0,0,0,0,0
Fbn1,423,313,203,2023,2247,2869
Gm9913,4,0,0,2,0,2
Cep152,1449,1210,982,1039,880,968
Shc4,91,31,127,32,43,44
Eid1,476,257,232,512,456,564
Secisbp2l,3279,2249,4170,2717,2895,2921
Cops2,5100,4493,4800,3562,4159,3930
Galk2,663,517,596,433,425,507
Fam227b,126,23,32,10,5,7
Fgf7,41,28,142,7,4,14
Gm26496,0,0,0,0,0,0
Dtwd1,402,321,290,239,258,253
Gm17555,0,0,0,0,0,0
Gm24739,0,0,0,0,0,0
Atp8b4,13,16,87,12,24,12
Gm26697,5,4,7,4,10,10
Slc27a2,4,1,12,4,4,22
Hdc,58,37,55,767,442,881
Gabpb1,2032,1600,1931,1490,1548,1733
Gm23753,0,0,0,0,0,0
Gm27003,262,90,194,472,298,505
Usp8,2927,2139,3033,2089,2076,2238
Usp50,48,17,28,13,21,22
Trpm7,2681,1838,1753,3575,3545,3923
Sppl2a,1449,1270,879,1990,2034,2314
Mir3473g,0,0,0,0,0,0
Ap4e1,1547,1526,1143,1638,1879,1871
Gm24081,0,0,0,0,0,0
Blvra,487,389,632,179,239,239
Ncaph,3599,3099,3440,2385,2676,2451
Itpripl1,382,345,270,232,257,281
1810024B03Rik,76,62,63,66,58,73
Snrnp200,7053,5224,5388,5746,6490,6256
Ciao1,1574,1125,1641,975,1085,941
Tmem127,3372,2487,2001,2919,3046,3197
Gm10766,2,2,2,0,3,4
Stard7,3287,2273,3779,1586,1383,1762
Dusp2,66,34,15,23,8,22
Astl,2224,722,5552,137,236,252
Adra2b,9,0,11,2,3,3
Gpat2,28,8,86,28,18,27
Fahd2a,230,167,218,193,192,268
Kcnip3,67,24,8,85,47,88
Gm22613,0,0,0,0,0,2
Prom2,0,1,1,0,3,0
Zfp661,619,416,398,406,346,433
Mrps5,2457,1807,1768,1190,1280,1293
Mal,2,0,2,4,4,14
Gm22889,0,0,0,0,0,0
Gm14244,0,1,0,0,0,0
Mall,13,7,74,7,14,8
Nphp1,855,708,996,567,501,623
1500011K16Rik,770,674,626,228,284,284
Bub1,3059,2294,3338,2412,2450,2380
Acoxl,134,80,330,15,20,28
Gm22411,0,0,0,0,0,0
Gm23101,0,0,0,0,0,0
Bcl2l11,1881,1630,1624,925,1229,1061
Gm14005,385,292,262,53,52,56
Gm14009,0,0,0,2,0,0
Gm14012,0,0,0,0,0,0
Gm14010,0,0,0,0,0,0
Gm29010,0,2,5,0,0,0
Spdye4c,0,0,8,0,3,0
Gm39929,14,16,8,28,4,8
Anapc1,6826,4829,5864,5827,5826,6417
Mertk,770,893,691,632,461,665
Gm14011,0,0,0,0,0,0
Gm23172,0,0,0,0,0,0
Tmem87b,5021,3914,3765,6341,5328,6504
Fbln7,31,85,26,31,27,32
Gm22859,0,0,0,0,0,0
Zc3h8,464,309,507,246,175,297
4933427J07Rik,0,1,0,3,2,4
Gm10762,67,84,79,50,74,80
Zc3h6,1045,661,3054,173,150,188
Gm14027,8,4,9,8,2,8
Gm14025,6,6,1,4,8,14
Gm14022,0,0,16,6,4,10
Ttl,1158,952,711,594,623,568
Polr1b,2964,2579,1865,1351,1458,1651
Chchd5,460,396,416,196,216,283
AI847159,3,2,4,0,0,2
Gm14029,0,4,0,1,0,1
Gm4430_1,13,2,2,5,6,6
Gm4430_2,110,128,40,55,78,80
Slc20a1,6609,6727,5060,3071,3592,3252
9830144P21Rik,184,130,78,51,68,77
A730036I17Rik,0,0,0,2,3,0
Gm14024,1,12,10,8,5,2
Ckap2l,2129,1614,1396,1009,1104,1199
Gm14023,12,8,14,0,2,6
Il1a,2,1,6,8,2,0
Gm25703,0,0,0,0,0,0
Il1b,0,7,0,11,34,36
Il1bos,0,0,0,2,0,4
F830045P16Rik,0,0,2,2,3,0
Gm14040,0,0,0,0,0,0
Gm14041,0,0,0,0,0,0
Sirpa,512,306,319,628,553,783
Pdyn,1630,1720,902,120,187,68
Stk35,5338,3266,12577,1773,1822,1719
Gm28196,12,0,2,2,2,5
Tgm3,1,3,3,3,4,1
Mir6339,0,0,0,0,0,0
Gm22424,0,0,0,0,0,0
Gm24665,0,0,0,0,0,0
Tgm6,33,12,51,2,4,9
Snrpb,11925,10634,6613,5807,7447,6732
Tmc2,24,16,35,2,4,9
Nop56,11317,9224,8306,5737,5960,6743
Snord110,0,0,0,0,0,0
Gm24451,0,0,0,1,0,1
Gm23187,0,0,0,0,0,0
Gm23650,0,0,0,0,0,0
Snord57,0,0,0,0,0,0
Idh3b,3371,2582,1815,3041,2953,3302
Ebf4,1036,572,568,2176,1585,2179
Cpxm1,817,627,453,848,828,1118
Gm28372,10,4,2,2,0,2
1700020A23Rik,2,0,0,2,6,6
Tmem239,0,0,0,0,0,0
Pced1a,966,736,598,1139,954,1091
Vps16,3111,2602,2362,3060,3205,3527
Ptpra,2736,1939,2122,2223,2325,2361
9530056E24Rik,2,0,4,3,4,5
Gm23876,0,0,0,0,0,0
4930473A02Rik,64,39,43,54,73,69
Mrps26,1352,950,987,527,546,561
Oxt,0,0,2,1,3,1
Avp,0,0,0,0,0,0
Ubox5,497,365,396,287,284,344
Fastkd5,345,245,423,202,153,185
Lzts3,542,333,271,380,442,367
Ddrgk1,1289,990,1161,956,810,965
Itpa,2058,1640,1180,1066,1204,1159
Slc4a11,319,291,183,265,339,311
Gm24893,2,2,0,1,2,0
4930402H24Rik,2284,1373,2681,1640,1696,1983
A730017L22Rik,85,47,58,73,63,90
Atrn,3860,3021,3244,3922,4922,4924
Gfra4,181,91,607,18,18,32
Mir6973b,0,0,0,0,0,0
Adam33,0,1,1,114,100,139
Siglec1,4,4,18,16,52,56
Hspa12b,28,38,33,73,60,73
Gm11037,0,0,0,0,0,0
1700037H04Rik,770,575,534,445,337,522
Gm14232,7,5,14,4,4,5
Spef1,415,278,303,411,390,495
Cenpb,4863,4340,3170,2800,3424,3554
Cdc25b,1870,1190,2085,880,801,940
Ap5s1,523,416,396,328,301,410
Mavs,1045,657,749,732,548,702
Pank2,2722,1976,2289,1935,1703,1939
Mir103-2,0,0,0,0,0,0
Rnf24,1802,1011,2665,809,966,770
Gm14233,0,0,0,0,0,0
Gm22902,0,0,0,0,0,0
Smox,2371,2090,2597,1080,1095,1066
Adra1d,2,2,1,27,15,52
Gm14285,0,0,1,4,4,8
Gm14280,2,3,1,1,0,2
5330413P13Rik,1,3,2,2,1,0
Erv3,0,0,0,0,0,0
Prnp,615,499,255,386,474,543
Prn,2,1,0,6,0,3
Prnd,0,0,0,0,0,0
Rassf2,849,795,534,537,554,664
Slc23a2,56442,46136,38405,53042,69395,60841
Gm14051,192,150,115,130,205,124
Tmem230,1220,1007,1116,633,633,639
Pcna,13736,12190,8778,4750,7061,5614
AV099323,67,15,31,26,22,24
Cds2,2009,1484,1655,1610,1593,1740
Prokr2,16,17,5,11,16,13
4921508D12Rik,0,0,0,0,0,0
Gm14095,0,0,0,0,0,0
1700026D11Rik,5,0,3,1,0,5
Gpcpd1,1511,1183,1583,1330,1631,1535
AU019990,25,8,42,1,9,9
Shld1,186,108,179,108,92,112
Gm14097,18,3,24,2,2,2
Gm22245,0,0,0,0,0,0
Chgb,277,158,190,495,587,696
Trmt6,1778,1438,1191,1327,1385,1409
Mcm8,515,387,478,317,271,326
Gm14104,22,6,0,2,2,8
Crls1,1496,1190,899,811,878,958
Lrrn4,82,37,262,9,6,30
Fermt1,17,7,26,1,1,1
Gm14102,0,0,0,0,0,0
Gm25704,0,0,0,0,0,0
Gm27449,0,0,0,0,0,0
A430048G15Rik,0,0,0,2,1,2
Gm14100,0,0,0,0,0,0
Bmp2,62,77,13,1400,3326,2153
Mir3090,0,0,0,0,0,0
Gm25258,0,0,0,0,0,0
Hao1,63,75,65,43,83,53
Tmx4,1810,1684,967,1629,1720,1967
Plcb1,370,157,766,102,126,177
4930545L23Rik,0,0,4,0,0,2
9630028H03Rik,7,2,1,5,1,6
Platr3,0,0,4,0,0,0
Plcb4,557,441,718,713,675,923
Gm14209,0,0,0,0,0,0
Gm14211,0,0,0,0,0,0
Gm14210,0,0,0,0,0,2
Gm26227,0,0,0,0,0,0
Lamp5,0,5,22,0,0,1
Pak7,556,193,1749,35,62,59
Gm14218,0,0,0,0,0,0
Ankef1,40,43,31,143,202,150
Gm36967,0,0,0,0,0,0
Snap25,1174,1062,909,13875,14473,18350
Mkks,341,194,209,249,252,211
AL731706.1,0,0,0,0,0,0
AL731706.2,0,0,0,0,0,0
Slx4ip,805,458,1363,388,354,477
Jag1,17444,12898,12029,5448,8454,7008
Gm28214,0,0,0,0,0,0
Gm14055,11,2,52,0,0,0
Gm14064,7,7,1,7,4,1
Gm14062,0,0,0,0,0,0
Btbd3,1910,1594,1000,2198,2809,2666
Gm14061,8,1,24,4,6,0
Mir1952,0,0,0,0,0,0
Gm14066,45,18,53,18,17,24
Sptlc3,28,11,68,0,8,2
Gm27385,0,0,0,0,0,0
Ism1,29,24,18,41,50,42
Tasp1,287,275,254,189,166,191
Esf1,3154,2761,2017,2617,3122,2930
Gm17374,1,5,2,2,1,0
Ndufaf5,673,342,450,663,600,702
Sel1l2,9,5,10,3,8,5
Macrod2,925,416,2583,144,172,212
Gm23846,0,0,0,0,0,0
Flrt3,388,537,330,1921,4521,2856
Macrod2os2,0,4,6,0,0,0
Macrod2os1,0,0,0,0,1,2
Gm25583,0,0,0,0,0,0
Gm23179,11,2,11,0,2,2
Kif16b,1056,897,1452,610,567,665
Gm22310,0,0,0,0,0,0
Kif16bos,8,0,0,0,0,0
Snrpb2,3724,3201,2828,1810,2053,1997
Otor,413,401,311,74,96,105
Pcsk2os1,0,0,0,0,1,0
Pcsk2,46,67,41,52,78,57
Pcsk2os2,0,0,0,0,0,0
Bfsp1,16,25,11,14,26,21
Dstn,3579,3014,2455,2959,3649,3588
Rrbp1,19984,13498,11008,11831,11375,12450
Banf2,0,0,0,1,0,1
Banf2os,0,0,0,0,0,2
Gm5535,49,29,112,33,17,34
4930444E06Rik,0,0,0,0,0,0
Snx5,3636,3830,2916,3218,3553,4301
Gm26165,0,0,0,0,0,0
Snord17,0,0,0,0,0,0
Mgme1,669,407,595,542,356,493
Ovol2,1,5,9,0,0,0
1700108N11Rik,0,0,0,0,0,0
Kat14,3544,2046,5315,1214,1229,1485
Pet117,0,0,0,0,0,0
Dzank1,27,24,38,19,22,22
Polr3f,1479,1078,1298,801,821,944
Rbbp9,639,414,431,517,356,487
Sec23b,5205,3728,2910,2996,3347,3323
Smim26,287,118,204,61,64,91
Dtd1,232,205,195,98,98,129
Gm24823,0,0,0,0,0,0
Scp2d1,0,0,0,0,0,0
Slc24a3,483,177,1051,85,84,135
Gm14093,0,0,0,0,0,0
Gm22731,0,0,0,0,0,0
Gm22390,0,0,0,0,0,0
Gm14092,0,0,0,0,0,0
Rin2,995,448,3052,203,282,280
Gm25026,0,0,0,0,0,0
Naa20,2218,1614,1908,1234,1331,1442
Crnkl1,4309,2370,7189,1332,1579,1365
Cfap61,21,27,49,19,15,19
Insm1,614,160,1089,14,28,16
Ralgapa2,1539,1232,1099,1731,1883,1801
A930019D19Rik,0,0,0,0,0,0
4933406D12Rik,0,0,0,0,0,0
Gm14114,3,0,0,0,0,0
Kiz,1258,1373,1102,1188,1707,1555
Xrn2,5574,4836,4237,6818,8136,7497
Nkx2-4,0,16,0,4,6,6
Nkx2-2,1,2,0,2,4,0
Nkx2-2os_1,8,3,9,5,9,4
6430503K07Rik,0,0,0,0,0,0
Gm22261,0,0,0,0,0,0
Nkx2-2os_2,0,0,0,0,0,0
Gm14110,0,0,0,0,0,0
AI646519,0,0,0,0,0,0
Pax1,0,0,1,4,0,0
A530006G24Rik,0,0,0,0,0,0
Gm25516,0,0,0,0,0,0
9030622O22Rik,1,1,10,1,0,0
Foxa2,0,3,0,0,0,0
Gm27420,0,1,0,0,0,0
Gm24221,0,0,0,0,0,0
Sstr4,0,0,0,0,0,0
Thbd,21,8,2,363,536,739
Cd93,6,13,24,187,207,440
Gm14120,0,0,0,0,0,0
Gm25866,0,0,0,0,0,0
Nxt1,1504,966,1406,536,600,666
Gzf1,2387,1506,2543,2769,2596,2995
Napb,181,121,139,246,143,250
Cstl1,6,1,4,4,1,2
Cst11,2,0,0,2,5,6
8030411F24Rik,2,0,0,6,2,0
Cst12,10,26,16,116,149,239
Cst8,82,72,54,697,972,813
Cst13,3,1,0,22,9,15
Cst9,0,0,0,24,0,10
9230104L09Rik,5,7,5,18,16,6
Cst3,3267,2651,2276,2182,2769,2523
Gm38221,0,0,0,0,0,0
Gm1330,0,0,0,1,0,0
Gm10750,0,0,0,0,0,0
Gm14135,0,0,0,0,0,0
Cst10,0,0,0,0,0,0
Gm24551,0,0,0,0,0,0
Gm14133,14,18,26,6,9,3
Syndig1,70,27,281,11,17,11
C530025M09Rik,0,0,0,0,0,0
Zfp120,459,243,550,242,212,239
Gm10770,0,0,0,0,0,0
Gm14139,10,4,23,5,5,6
Zfp937,146,119,132,122,91,146
Gm21994,62,93,49,46,53,59
Gm14124,9,3,22,2,0,0
3300002I08Rik,87,83,53,55,58,67
Gm10130,12,30,17,9,15,6
Zfp442,190,93,304,119,88,148
Zfp345,317,125,747,15,25,23
Cst7,0,0,0,2,0,0
Apmap,1101,851,573,953,1083,1138
Gm14123,0,4,0,1,0,0
Acss1,114,77,43,317,251,301
E130215H24Rik,0,0,0,2,2,0
Vsx1,4,0,5,0,1,0
Platr15,0,0,0,0,4,0
Gm28450,0,0,0,0,0,0
Gm26681,4,5,2,0,2,4
Entpd6,2240,1607,2343,925,906,1077
Pygb,2646,2112,1674,3057,3026,3606
Abhd12,2542,1912,2847,1410,1506,1516
Gm23598,0,0,0,0,0,0
Gins1,1169,907,1340,632,589,722
Ninl,1329,1041,809,2038,1767,2019
Nanp,0,0,0,0,0,0
Gm22187,0,0,0,0,0,0
Gm24199,0,0,0,0,0,0
Gm14151,0,0,0,0,0,0
Gm14147,0,0,0,0,0,0
Gm14145,0,0,0,0,0,0
Gm22517,0,0,0,0,0,0
Gm14149,0,3,0,7,7,7
Gm14144,0,0,0,0,0,0
Gm23005,0,0,0,0,0,0
Gm24077,0,0,0,0,0,0
4930442J19Rik,0,0,0,1,0,0
Gm23261,0,0,0,0,0,0
Gm14152,0,1,4,2,1,1
Gm24868,0,0,0,0,0,0
Gm14146,0,0,0,3,0,0
4921509C19Rik,0,0,0,0,0,1
Nsfl1c,6936,6070,5016,3650,4151,4280
Gm14167,8,6,13,28,38,40
Fkbp1a,11960,10072,7173,12216,15797,15016
Sdcbp2,92,37,149,129,157,149
Snph,296,94,837,98,99,129
Rad21l,2,4,16,0,3,4
Tmem74bos,6,0,8,6,0,0
Tmem74b,2,8,2,7,28,8
Psmf1,2026,1231,3198,630,748,767
4930556L07Rik,0,0,1,1,0,0
Gm14155,0,0,0,0,0,1
Rspo4,0,0,0,4,6,2
Rspo4os,0,0,0,0,0,1
Angpt4,258,237,102,76,118,123
Gm14154,3,12,11,4,0,0
Mir1953,0,0,0,0,0,0
Fam110a,1281,1295,886,314,370,385
Slc52a3,2,8,6,16,8,22
AA387200,0,0,0,0,0,0
Scrt2,1,2,5,1,0,1
Srxn1,14192,17552,9877,4485,10419,6155
Tcf15,29,6,6,8,4,6
Csnk2a1,4795,3699,3122,3164,3161,3600
Tbc1d20,2389,1778,1535,1871,1855,2085
Rbck1,1939,1486,1328,1886,1695,2123
Trib3,157,197,134,30,52,42
Gm14164,150,75,154,19,24,35
Nrsn2,0,0,2,0,0,0
Sox12,2225,1158,1113,1525,996,1455
Zcchc3,1446,941,1985,752,676,806
6820408C15Rik,55,20,70,51,29,40
Gm27343,0,0,0,0,0,0
Defb23,20,3,8,41,17,58
Defb20,1,0,0,0,0,2
Defb22,0,0,0,1,0,0
Defb26,4,0,0,2,2,0
Defb28,0,0,0,2,0,0
Defb29,0,0,0,0,0,0
Gm14161,0,0,0,0,0,0
Gm17416,0,6,0,4,0,8
Defb21,25,8,0,12,4,9
Defb19,508,356,247,759,697,939
Defb45,26,10,28,4,12,9
Defb36,20,14,16,15,6,10
Defb25,0,0,2,0,0,1
Rem1,130,62,49,187,204,258
1700030C14Rik,0,0,0,0,6,4
H13,7730,5300,6874,6515,6024,7250
Mcts2,435,324,245,226,236,241
Gm26841,11,40,37,43,12,36
Id1,2536,1128,1197,476,420,652
Cox4i2,673,876,375,29,89,37
Gm23802,0,0,0,0,0,0
Bcl2l1,2149,1115,3684,917,834,1014
Tpx2,5828,3995,5711,3255,3315,3220
Mir5622,0,0,0,0,0,0
Mylk2,3,2,24,2,8,2
Foxs1,0,0,0,56,54,71
Dusp15,10,0,2,8,5,2
Ttll9,13,21,21,14,12,14
Gm14199,0,0,0,0,0,0
Pdrg1,1995,1375,1705,1218,1297,1370
Xkr7,0,1,0,0,0,0
Ccm2l,4,1,1,22,31,16
Hck,12,5,9,62,70,71
Gm25643,0,0,0,0,0,0
Tm9sf4,4491,3541,3630,3529,3650,4121
Tspyl3,89,76,74,62,99,96
Plagl2,1345,835,1179,1194,1055,1057
Pofut1,1034,782,544,916,799,1058
Kif3b,1788,1133,1163,1242,1265,1405
2500004C02Rik,135,38,72,175,69,131
Asxl1,8125,6456,10979,4872,5656,5580
Nol4l,973,530,1817,662,650,719
4930404H24Rik,0,0,0,0,0,0
Commd7,1197,822,713,610,613,648
Dnmt3bos,0,0,0,0,0,0
Dnmt3b,616,363,592,307,389,345
Dnmt3c,16,3,25,6,4,2
Mapre1,12405,10916,9775,6284,9050,7487
Efcab8,48,61,56,31,30,43
Sun5,0,1,0,1,1,2
Bpifb2,0,1,1,0,1,0
Bpifb6,0,0,0,13,6,26
Bpifb3,0,0,0,0,0,0
Bpifb4,20,0,5,49,63,95
Bpifa6,4,4,18,0,4,0
Bpifa2,0,0,0,0,0,0
Bpifa3,1,0,0,0,0,0
Bpifa1,0,0,0,0,0,2
Bpifa5,0,0,0,0,0,0
Bpifb1,0,6,1,0,0,3
Bpifb5,0,1,0,6,8,13
Bpifb9a,0,0,0,0,0,0
Bpifb9b,2,0,0,0,0,1
Cdk5rap1,604,559,788,469,653,585
